date,title,description
19.08.2024,Инвестиции в АПК в Казахстане просели на четверть,"Наибольший объем вложений пришелся на Павлодарскую, Туркестанскую и Северо-Казахстанскую области"
19.08.2024,"S&P 500 вырос самыми быстрыми
темпами с ноября 2023 года",Обзор от аналитиков BCC Invest
19.08.2024,"В фокусе внимания рынка – отчеты Народного Банка, Казатомпрома и КМГ","На фоне сильных финрезультатов голубых фишек индекс KASE с начала августа вырос на 1,5%, а с начала года – на 26,9%"
17.08.2024,В 2024 году в Астане планируют реализовать 55 инвестпроектов,На предприятиях будет создано свыше 4 тысяч новых рабочих мест
17.08.2024,За полгода капвложения в сферу высшего образования выросли на четверть,Более половины инвестиций пришлось на Алматы
17.08.2024,Qualcomm продлил спонсорский контракт с Manchester United до 2029 года,Первоначальный контракт был подписан в прошлом месяце и был рассчитан на три года
16.08.2024,Эдгар Бронфман-младший вступает в гонку за Paramount,Конкуренция между потенциальными покупателями может принести выгоду акционерам
16.08.2024,Bank of America стал спонсором чемпионата мира по футболу 2026 года,"СМИ со ссылкой на информированный источник сообщают, что это крупнейшая инвестиция в спорт в истории банка"
16.08.2024,IL-TOV построит комбинат по производству готовых блюд,Предприятие находится на начальном этапе производства и намерено привлечь дополнительные инвестиции на 10 млрд тенге
16.08.2024,"Доходы от экспорта нефти РК за полгода выросли до $21,9 млрд",Сырьевая направленность экономики страны продолжает оказывать влияние на показатели экспорта и импорта
16.08.2024,Сильная макростатистика из США поддержала фондовые и сырьевые рынки,«Мягкая посадка» американской экономики может обеспечить сохранение спроса на нефть и прибыльность корпоративного сектора
16.08.2024,Berkshire купила пакеты акций Ultra Beauty и Heico,"При этом инвесткомпания полностью избавилась от бумаг Snowflake и продала 4,3 млн акций Chevron"
15.08.2024,Zijin Mining построит в Казахстане обогатительную фабрику,На начальном этапе объем инвестиций в проект составит 100 млн долларов
15.08.2024,"Lenovo увеличила чистую прибыль на 38%, выручку - на 20%",Компания сохранила лидерство на мировом рынке ПК с долей  23%
15.08.2024,Инвестиции в «зеленую» экономику выросли почти в четыре раза,"В региональном разрезе 60,7% всех вложений в секторе пришлось на Акмолинскую область"
15.08.2024,"Минфину в октябре предстоит погашение суверенных облигаций на $1,5 млрд","Еврооблигации РК были размещены в 2014 году под 3,875% годовых"
15.08.2024,Intel продала свою долю в разработчике микросхем Arm,Компания стремится укрепить финансовые позиции в условиях жесткой конкуренции на рынке
15.08.2024,UBS получил чистую прибыль вдвое выше прогнозов рынка,"Во втором квартале показатель составил 1,14 млрд долларов"
14.08.2024,Mars покупает производителя снэков Kellanova за $36 млрд,"Компания получит такие бренды, как Pringles, Cheez-It, Pop-Tarts"
14.08.2024,Инвесторы ждут не менее четырех снижений ставок ФРС в течение года,"Доля тех, кто прогнозирует рецессию в США в 2025 году, увеличилась с 11% до 13%"
14.08.2024,Акции Starbucks дорожают на фоне новости о назначении CEO,"Главным исполнительным директором станет Брайан Никкол, который возглавляет сеть ресторанов Chipotle Mexican Grill."
13.08.2024,"Эйр Астана выкупила свои акции и ГДР на $3,3 млн","С момента запуска программы авиаперевозчик приобрел свыше 1 млн акций и 158,7 тысячи глобальных депозитарных расписок"
13.08.2024,Инвесторы ожидают данные по инфляции в США,"Нефть, золото и гособлигации Штатов растут в цене"
12.08.2024,Золото приближается к историческим максимумам,Обзор от аналитиков BCC Invest
12.08.2024,"За месяц объем торгов ГЦБ вырос почти на 19% и составил 1,1 трлн тенге","Из них 80,1 млрд тенге привлекли акиматы девяти областей, Астаны и Шымкента"
12.08.2024,Спрос на рисковые активы и сырье на рынках восстанавливается,Макростатистика из США и Китая поддержала фондовые индексы и нефтяные котировки
12.08.2024,KASE Global: в июле больше всего сделок заключили по акциям NVIDIA,"Объем торгов в секторе составил 8,1 млрд тенге и увеличился относительно июня в 3,7 раза"
12.08.2024,"В июле Индекс KASE вырос на 1,6%",Наилучшую динамику показали простые акции Банка ЦентрКредит
12.08.2024,Владелец Temu стал самым богатым человеком в Китае,Колин Хуан занял 25-е место в списке богатейших людей по версии Bloomberg
12.08.2024,Moody’s понизило рейтинг Intel до BAA1,Такое решение принято на фоне ухудшения основных финансовых показателей компании
09.08.2024,Выручка Freedom Holding Corp. составила почти полмиллиарда долларов,Холдинг опубликовал финрезультаты по итогам I квартала 2025 фискального года
09.08.2024,Опасения по скорой рецессии в США пока не подтвердились,Рыночные настроения улучшились после публикации благоприятных данных по безработице в Штатах
09.08.2024,"ЕБРР покупает 17,36% акций Sarytogan Graphite за 3 млн евро",Компания занимается разработкой месторождения графита Сарытоган в Карагандинской области
09.08.2024,Акции Under Armour выросли на 17% после публикации финансовых результатов,Прибыль превысила прогнозы аналитиков
08.08.2024,Пессимизм розничных инвесторов США достиг максимума за 9 месяцев,Таковы результаты опроса AAII
08.08.2024,Снижение запасов сырья в США поддержало котировки нефти,"Сокращение продолжается шестую неделю подряд, несмотря на рекордные объемы добычи"
08.08.2024,В семи регионах снизились инвестиции в основной капитал,"За полгода показатель просел по Казахстану на 3,5%"
08.08.2024,Aramco станет мажоритарием нефтехимической Petro Rabigh,"Компания покупает 22,5% доли у Sumitomo Chemical за 702 млн долларов"
08.08.2024,Airbnb увеличила выручку во втором квартале на 11%,Чистая прибыль компании не оправдала прогнозов рынка
07.08.2024,"Казахстан и Узбекистан договорились о реализации 34 проектов на $4,4 млрд","Также подписано семь торговых контрактов на 2,6 млрд долларов"
07.08.2024,Hyundai инвестирует $28 млн в производство электромобилей в Таиланде,Завод начнет работу в 2026 году
07.08.2024,Казахстанцы получат доступ на биржи Абу-Даби и Бахрейна,KASE присоединится к Tabadul Digital Exchange Hub
07.08.2024,Средства ЕНПФ: из 500 млрд тенге банки освоили только 39 млрд,"Первый заместитель председателя АРРФР Нурлан Абдрахманов пояснил, почему выделение пенсионных ресурсов затягивается"
07.08.2024,После панических распродаж на рынках восстанавливается аппетит к риску,"Сегодня в фокусе внимания инвесторов – квартальная отчетность Disney, CVS Health, Shopify"
07.08.2024,"Капитализация фондового рынка выросла до 32,3 трлн тенге",На рынке акций активно наращивают долю розничные инвесторы
07.08.2024,"Эйр Астана выкупила свои акции и ГДР почти на $2,8 млн","С момента запуска программы авиаперевозчик приобрел 848,6 тысячи акций и 142,1 тысячи глобальных депозитарных расписок"
07.08.2024,Uber увеличил выручку на 16% во втором квартале,Показатель оказался лучше прогнозов рынка
06.08.2024,Nikkei 225 взлетел на 10% после падения днем ранее,Hang Seng снижается четвертый день подряд
06.08.2024,Тенге к доллару торгуется выше «психологической» отметки в 480,"Ситуация на мировых рынках могла сказаться и на участниках KASE, считает эксперт"
06.08.2024,Макроданные из США запустили глобальную распродажу рисковых активов,"Резким снижением завершили торги фондовые индексы США, Западной Европы, Азии, а также рынок криптовалюты"
05.08.2024,Биткоин падает почти на 11% вслед за другими рисковыми активами,"Рынок находится в режиме паники, отметила глава криптовалютной биржи Bitget Грейс Чен"
05.08.2024,Nikkei показал худший результат с «черного понедельника» 1987 года,Японские фондовые индексы обвалились более чем на 12%
05.08.2024,Berkshire Hathaway увеличила операционную прибыль на 15%,Чистая прибыль инвестиционной компании сократилась во втором квартале на 16%
05.08.2024,"Инвестбанки ожидают снижения ставки ФРС на 1-1,25% в этом году",Обзор от аналитиков BCC Invest
05.08.2024,Рецессия в США может подтолкнуть Федрезерв к быстрому снижению ставки,Июльские данные по рынку труда в Штатах ставят под сомнение «мягкую посадку» американской экономики
02.08.2024,Apple в третьем финквартале увеличила чистую прибыль на 11% и выручку на 5%,Оба показателя превзошли ожидания аналитиков
02.08.2024,"Минфин в августе намерен сократить объем выпуска ГЦБ в 4,5 раза",Финансирование дефицита бюджета может составить 190 млрд тенге против июльского плана в 870 млрд
02.08.2024,BMW сократила чистую прибыль во втором квартале на 9%,Показатель рентабельности не оправдал прогнозов
02.08.2024,"Shell объявила buyback еще на $3,5 млрд",Компания сократила скорректированную прибыль во втором квартале на 19% и получила выручку ниже ожиданий рынка
01.08.2024,"Volkswagen увеличил выручку во втором квартале на 4,1%","Продажи VW сократились на 2,8%, до 2,26 млн автомобилей"
01.08.2024,Правительство утвердило Инвестиционную программу Астаны,Город стал пилотным регионом для внедрения модели «заказ» на инвестиции
01.08.2024,Тенге может отыграть часть понесенных недавно потерь - АФК,"Во второй половине августа стартует квартальный налоговый период, когда традиционно растет предложение инвалюты на рынке"
01.08.2024,L'Oreal запустит программу выкупа акций на сумму до 500 млн евро,Приобретенные бумаги компания планирует погасить
01.08.2024,Starbucks в третьем финквартале сократила чистую прибыль на 8%,Количество покупок в сети уменьшилось на 5%
31.07.2024,Microsoft в IV финквартале увеличила чистую прибыль на 10%,Показатель оказался лучше ожиданий аналитиков
31.07.2024,"Эйр Астана выкупила свои ГДР на LSE еще на $26,9 тысячи","С момента запуска программы авиаперевозчик приобрел 808 тысяч акций и 134,7 тысячи глобальных депозитарных расписок"
30.07.2024,"В сферу туризма РК в первом полугодии инвестировано 390,5 млрд тенге","Это в два раза больше, чем в аналогичном периоде прошлого года"
30.07.2024,"За полгода инвестиции в основной капитал Алматы выросли на 15,8%",По итогам года ожидается привлечение 2 трлн тенге
30.07.2024,В пищепроме инвестиции в основной капитал растут пятый год подряд,За полгода показатель достиг 69 млрд тенге
30.07.2024,Нефть сползает вниз на фоне слабой макростатистики из Китая,Также на цены оказывает давление увеличение количества действующих нефтяных буровых установок в США
30.07.2024,"Чистая прибыль McDonald's во II квартале составила 2,02 млрд долларов",Показатель снизился на 12% в сравнении с прошлым годом
29.07.2024,Сколько Kaspi.kz инвестировал в e-Magnum и Колеса?,"39,75% акций АО «Колеса» дочка финтех-холдинга купила за 88,5 млн долларов"
29.07.2024,Новый холдинг по развитию фондового рынка может появиться в Казахстане,"Вопрос объединения AIX и KASE на сегодняшний день не рассматривается, сказала Алина Алдамберген"
29.07.2024,Инвесторы ожидают дальнейший рост индекса Russell 2000,Обзор от аналитиков BCC Invest
29.07.2024,Цены на золото выросли на фоне обострения ситуации на Ближнем Востоке,Нанесенный по Голанским высотам ракетный удар спровоцировал противостояние Израиля и Хезболлы
29.07.2024,"За шесть месяцев инвестдоход казахстанцев в ЕНПФ превысил 1,2 трлн тенге","Это на 638,4 млрд тенге больше, чем в аналогичном периоде прошлого года"
29.07.2024,Нуркен Рзалиев: На уровне раундов A и B явный дефицит игроков,"Инвестиционный директор New Ventures by inDrive рассказал о вызовах, с которыми сталкиваются участники казахстанского венчурного рынка"
26.07.2024,Основатель LVMH Бернар Арно потерял в этом году $20 млрд,В июне он опустился на третье место в рейтинге богатейших людей мира
25.07.2024,AstraZeneca повышает прогноз продаж и прибыли на 2024 год,Во втором квартале компания превзошла ожидания аналитиков по выручке
25.07.2024,"Nasdaq упал на 3,6% из-за не оправдавших ожиданий Tesla и Alphabet",Их слабые финрезультаты привели к снижению акций других компаний «великолепной семерки»
25.07.2024,UniCredit увеличил чистую прибыль во втором квартале на 16%,"Банк намерен  направить 1,4 млрд евро на выплату промежуточных дивидендов"
24.07.2024,"Tesla и Google тянут индексы вниз, но в целом сезон отчетности сильный - АФК",У 80% отчитавшихся 100 компаний S&P 500 финрезультаты превзошли ожидания рынка
24.07.2024,General Motors приостанавливает работу над беспилотными Origin,"Разработкой занимается дочерня Cruise, которая также развивает службу роботакси"
23.07.2024,Wiz отказывается от сделки c Google на $23 млрд,Компания решила выйти на IPO
23.07.2024,"Тенге восстанавливает позиции, несмотря на полный выход нерезидентов из нот Нацбанка","На сегодняшней сессии пара USD/KZT торгуется на уровне 472,19 тенге за доллар"
22.07.2024,Индекс доллара может снизиться с началом смягчения денежно-кредитной политики ФРС,Обзор от аналитиков BCC Invest
22.07.2024,Народный банк Китая снизил процентные ставки для поддержания экономики,Мера принята в связи с замедлением темпов роста ВВП КНР во втором квартале
22.07.2024,Розничные инвесторы активно наращивают долю в торгах на рынке акций,Казахстанские фондовые индексы показывают двухзначный рост
22.07.2024,UBS поднял прогноз S&P 500 на конец этого года до 5900 пунктов,"Аналитики считают, что Федрезерв начнет снижение ставок в сентябре"
19.07.2024,Warner Bros может выделить стриминговые активы и киностудию в отдельную компанию,Портфель медиакомпании объединяет более 100 брендов
18.07.2024,"Johnson & Johnson во втором квартале снизил чистую прибыль на 8,8%",При этом выручка превзошла прогноз
18.07.2024,Nasdaq теряет почти 3%,Это происходит на фоне выхода инвесторов из технологического сектора
17.07.2024,TotalEnergies и SSE создают СП в сфере зарядной инфраструктуры для электромобилей,Новая компания будет работать под брендом Source
15.07.2024,Что мешает ЕНПФ получить адекватный инвестдоход внутри страны,Восемь основных проблем развития фондового рынка в Казахстане
12.07.2024,Нацфонд за полгода заработал около $3 млрд - Нацбанк,"Средняя доходность составила 4,5%"
12.07.2024,Эксперты ожидают продолжения осторожного снижения базовой ставки,На сегодняшнем заседании по монетарной политике она может быть снижена на 25-50 базисных пунктов
11.07.2024,Выручка PepsiCo оказалась ниже ожиданий,Компания опубликовала итоги второго квартала
11.07.2024,Инфляция в США может опуститься ближе к 3% в годовом выражении,На ожиданиях благоприятных данных риск-сентимент на мировых рынках капитала сохранялся позитивным
11.07.2024,Два венчурных фонда привлекли почти $6 млрд для инвестиций в ИИ,Компании будут использовать искусственный интеллект для разработки лекарств
10.07.2024,"Apple впервые завершила день с капитализацией более $3,5 трлн",Она заняла первое место в рейтинге самых дорогих компаний мира по версии TradingView
10.07.2024,Удержание высоких ставок может поставить под угрозу рост экономики - ФРС,Джером Пауэлл ждет больше благоприятных данных об инфляции
10.07.2024,Фонды облигаций в I полугодии привлекли $400 млрд,Поддержку рынку оказывает снижение процентных ставок
09.07.2024,Турецкий холдинг Fatinoglu рассматривает возможность инвестирования в ЗКО,Один из крупнейших производителей сантехники и радиаторов на мировом рынке может открыть в этом регионе предприятие
09.07.2024,"Эйр Астана выкупила свои акции и ГДР почти на $2,7 млн","С момента запуска программы авиаперевозчик приобрел 808 тысяч акций и 122,8 тысячи глобальных депозитарных расписок"
09.07.2024,Нацбанк выпускает в обращение монеты к 125-летию Каныша Сатпаева,"Монеты изготовлены из серебра, тантала и сплава мельхиор"
09.07.2024,На рынках ожидают выступления главы ФРС и данные по инфляции в США,Аппетит к риску продолжает расти на ожиданиях скорого снижения ставок Федрезервом
08.07.2024,"В 2023 году инвестиции в основной капитал достигли 17,6 трлн тенге","За год показатель вырос на 11,2%"
05.07.2024,Илон Маск приостановил переговоры по вопросу инвестиций в Индии,"Доля электромобилей в стране в прошлом году составила лишь 1,3% от общего автопарка"
05.07.2024,Биткоин упал до минимума с февраля,"На рынках опасаются, что ФРС пока не готова приступать к снижению процентных ставок"
05.07.2024,QIC и HSITP будут сотрудничать по развитию технологий в Казахстане и Гонконге,Гонконгские стартапы смогут получить доступ к рынку Центральной Азии
05.07.2024,В фокусе внимания рынка -  выступление главы ФРБ Нью-Йорка,Также инвесторы ожидают публикации полного отчета о занятности в США по итогам июня
05.07.2024,Гендиректор Nvidia продал акции компании на сумму $169 млн,Это стало самым большим денежным поступлением в его личный капитал за месяц
04.07.2024,Джефф Безос намерен продать акции Amazon на $5 млрд,Основатель онлайн-ретейлера планирует реализовать 25 млн ценных бумаг компании до конца 2025 года
04.07.2024,"Акции Казахтелекома с середины июня выросли на 10,6%",На рынке ожидают выплату дополнительных дивидендов после продажи Мобайл Телеком-Сервис
04.07.2024,За пять лет число финтех-стартапов в Казахстане выросло в четыре раза,"Специалисты выделили семь трендов, формирующих финтех-рынок страны"
03.07.2024,РК и Азербайджан подписали соглашение по управлению SK-AIH Investment Fund,"Средства совместного инвестфонда будут вкладывать, в том числе, в проекты по развитию ТМТМ"
03.07.2024,"В Туркестанскую область планируется привлечь китайские инвестиции на $1,6 млрд",Принят соответствующий меморандум с партнерами из Поднебесной
03.07.2024,Спрос на электромобили сохраняется: акции Tesla выросли на 10%,Объем поставок авто во втором квартале превысил ожидания рынка
02.07.2024,Самрук-Казына вошел в капитал инвестиционного фонда,Информация об этом опубликована на сайте KASE
02.07.2024,"Эйр Астана выкупила свои акции и ГДР на $2,6 млн","С момента запуска программы авиаперевозчик приобрел 808 тысяч акций и 117,8 тысячи глобальных депозитарных расписок"
02.07.2024,Google инвестирует в тайваньского производителя солнечной энергии,Компания станет партнером фонда BlackRock для разработки магистрали мощностью в 1 гигаватт
02.07.2024,Инвесторы ожидают выступления главы Федрезерва на форуме ЕЦБ,Джером Пауэлл может рассказать о дальнейших действиях монетарного регулятора
01.07.2024,ЕАБР намерен создать венчурный фонд,Концепция проходит процедуры обсуждения
01.07.2024,Объемы ликвидности в США снижаются вторую неделю подряд,Обзор от аналитиков BCC Invest
01.07.2024,"BlackRock покупает провайдера данных Preqin за $3,2 млрд",Инвесткомпания планирует расширить бизнес-направление по альтернативным активам
01.07.2024,Впервые за два года текущий счет платежного баланса РК в профиците,Однако причины были негативными: заметное снижение импорта и реинвестированных доходов
01.07.2024,Банки Уолл-стрит увеличили выплаты акционерам,Рост произошел по итогам стресс-теста ФРС
29.06.2024,Иранская компания предлагает Казахстану построить терминал в порту Бендер-Аббас,Golden Line готова вложить в проект собственные средства
29.06.2024,"Nokia покупает американскую Infinera за $2,3 млрд","Каждая акция производителя оптического оборудования оценивается в 6,65 доллара"
29.06.2024,"Nike увеличила чистую прибыль в 1,5 раза в четвертом финквартале",Выручка компании сократилась на 2%
28.06.2024,МФЦА одобрил криптовалюту Toncoin Павла Дурова,Теперь инвесторы могут торговать TON на лицензированных AFSA платформах
28.06.2024,Власти России продолжают сокращать предложение инвалюты на рынке,"Возможно, это происходит в преддверии резкого повышения базовой ставки в июле"
27.06.2024,Арабская координационная группа направит инвестиции в Казахстан,Средства будут привлечены для реализации крупных инфраструктурных и промышленных проектов
27.06.2024,"Казахтелеком стал обладать 49,98% долей Phoenix Fund Limited Partnership",Компанию зарегистрировали на площадке МФЦА 12 июня
27.06.2024,Какую доходность получили управляющие пенсионными активами,"Общий объем пенсионных накоплений составил 19,2 трлн тенге"
27.06.2024,Ежегодный стресс-тест успешно прошел 31 крупнейший банк США,Внимание участников рынка перешло на дебаты кандидатов в президенты Соединенных Штатов
27.06.2024,Volkswagen создаст СП с Rivian и вложит до $5 млрд,Обе компании продолжат выпускать собственные автомобили независимо друг от друга
26.06.2024,Котировки Nvidia выросли почти на 7%,Акции компании падали в цене три сессии подряд
26.06.2024,Семь крупных компаний Китая заинтересованы в инвестициях в Казахстан,"Планируется строительство заводов по переработке зерна, выпуску дождевальных машин, томатной пасты"
26.06.2024,KASE попросила Мосбиржу продать ей свои акции,Биржа объявила о созыве внеочередного общего собрания акционеров
26.06.2024,В фокусе внимания инвесторов – результаты стресс-тестирования банков США,Рынок игнорирует информационный фон в надежде на старт цикла снижения ставок Федрезервом в сентябре
26.06.2024,Boeing планирует купить поставщика фюзеляжей Spirit за свои акции,Компании почти согласовали оплату денежными средствами в размере более 4 млрд долларов
25.06.2024,Котировки Nvidia за три сессии упали на 13%,Рыночная капитализация компании сократилась на 430 млрд долларов
25.06.2024,В МФЦА зарегистрировали первый зонтичный фонд,"В финансовом центре рассказали, как работают такие фонды"
25.06.2024,Стремительный рост сети ресторанов Cava заинтересовал инвесторов,За последние 12 месяцев акции компании выросли более чем на 130%
25.06.2024,Solidcore покидает Московскую биржу,"Акционеры вправе обменять свои акции на MOEX на бумаги, торгуемые на AIX"
25.06.2024,Цены на нефть выросли на ожиданиях перебоев в ее поставках,"Причины – военные действия на Ближнем Востоке и Украине, а также природный катаклизм в Эквадоре"
25.06.2024,Как венчурный скаут из Лондона создал хаб для казахстанских стартапов,"Eurasian Startup Hub уже получил поддержку от Google, Mastercard, Amazon, рассказал его основатель Нурдаулет Базылбеков"
24.06.2024,Nvidia готовится к выходу на Ближний Восток,Компания подписала соглашение о развертывании технологии искусственного интеллекта в центрах обработки данных Ooredoo
24.06.2024,Потребительские расходы в США снижаются: почему это важно?,Обзор от аналитиков BCC Invest
24.06.2024,"S&P 500 не показывает коррекцию выше 2,05% уже 377 дней",Это самый продолжительный период с финансового кризиса 2008 года
24.06.2024,Данияр Темирбаев: Необходимо оценить долгосрочные последствия для инвестиционного климата,QAMS предлагает распространить налоговые льготы только на представительский список индекса KASE и AIX
21.06.2024,Рубль продолжает «штормить» после отмены торгов на Мосбирже,Накануне покупки инвалюты в РФ происходили на фоне введения ЕС очередного пакета санкций
21.06.2024,Accenture получила заказы стоимостью $900 млн на генеративный ИИ,"Инвесторы позитивно оценили динамику Accenture, связанную с искусственным интеллектом"
20.06.2024,Индекс KASE удерживается вблизи психологической отметки в 5100 пунктов,"С начала года рост индекса составляет 21,8%"
20.06.2024,Golden Goose отложила IPO из-за волатильности европейских рынков,"Предполагалось, что будет продано порядка 30% бумаг компании"
19.06.2024,Инициатива шокировала - главы инвестфондов об отмене налоговых льгот,Предлагаемые поправки могут снизить инвестпривлекательность Казахстана
19.06.2024,Nvidia стала самой дорогой компанией в мире,Капитализация производителя чипов превысила рыночную стоимость Microsoft
19.06.2024,Средства Нацфонда будут вкладывать в акции Казатомпрома,Деньги направят на финансирование бюджета
19.06.2024,Тенге усилил падение: с чем может быть связано это ослабление,Внутридневной прирост стоимости американской валюты стал максимальным за девять месяцев
19.06.2024,Johnson & Johnson признан самым дорогим фармацевтическим брендом,"За год его стоимость выросла до 13,4 млрд долларов"
19.06.2024,Аналитики Rosenblatt ждут роста акций Nvidia в полтора раза,Это самый оптимистичный прогноз для бумаг компании на Уолл-стрит
18.06.2024,Как можно заработать на Олимпийских играх,"Аналитики предположили, на услуги каких компаний может резко вырасти спрос"
18.06.2024,Казахтелеком получит более $1 млрд за операторов Tele2 и Altel,"В течение пяти лет в сектор будет вложено не менее 1 млрд долларов инвестиций, сказал министр Жаслан Мадиев"
18.06.2024,S&P 500 в 30-й раз в текущем году обновил исторический рекорд,Поводом к широким покупкам во многом выступают позитивные данные по инфляции цен потребителей и производителей в США
18.06.2024,Freedom Telecom вложит в создание гипермагистрали более 17 млрд тенге,В строительство ЦОДа для хранения транзита и международного трафика компания готова инвестировать более 90 млрд тенге
18.06.2024,Рынок акций Франции упал на 6% за неделю,Он стал стоить меньше британского
17.06.2024,Цены на подержанные электромобили продолжают снижаться,"Стоимость ценных бумаг таких компаний, как Tesla или Ford, может оказаться под давлением, считают эксперты"
17.06.2024,JobEscape получил второй раунд инвестиций от Tumar Venture Fund,Фонд вложил в казахстанский стартап еще 250 тысяч долларов
17.06.2024,Процентные ставки ФРС могут умеренно снижаться в течение трех лет - прогноз,Обзор от аналитиков BCC Invest
17.06.2024,Билл Гейтс готов вложить миллиарды долларов в ядерную энергетику,Стартап TerraPower приступил к сооружению своего первого коммерческого реактора в штате Вайоминг
17.06.2024,Фонд «Даму» направит на дивиденды за 2023 год 27 млрд тенге,"Размер дивиденда на одну простую акцию составит 973,06 тенге"
17.06.2024,Уоррен Баффет доверил свои риски страховой компании из Казахстана,Nomad Insurance объявила о партнерстве с Berkshire Hathaway Specialty
17.06.2024,За пять месяцев 2024 года в дата-центры инвестировано $22 млрд,"Лидером является Северная Америка, пишет Linklaters"
14.06.2024,Инвесторы сомневаются в «мягкой посадке» американской экономики,Сигнал ФРС о начале цикла снижения ставок лишь в декабре сопровождался слабой макростатистикой
14.06.2024,Alstom разместила акции на 1 млрд евро,Допэмиссия - финальный шаг в реализации плана сокращения долговой нагрузки компании на 2 млрд евро
13.06.2024,Cанкции не окажут негативного влияния на работу KASE - Тимур Сулейменов,"На вопрос о том, будут ли у Mосбиржи выкупать акции KASE, глава НБРК отметил, что рассматриваются разные варианты"
13.06.2024,Федрезерв прогнозирует одно снижение ставки в 2024 году,Спрос на риск остается высоким на фоне комментариев ФРС и нулевой динамики инфляции в США в мае
13.06.2024,Amazon AWS откроет новый инфраструктурный центр на Тайване,Это планируется к началу 2025 года
12.06.2024,ЕС в июле введет пошлины на китайские электромобили,"На этом фоне стоимость ценных бумаг BYD, Geely, Li auto может оказаться под давлением"
12.06.2024,"Объем сделок с индексными акциями KASE в мае составил 9,3 млрд тенге",Это на 2 млрд тенге ниже апрельского показателя
