date,title,description
14.09.2023,"Казахстан выступает за укрепление сотрудничества со странами ЦА в IT, отметил президент","ИИ ставит перед государствами задачу трансформации сферы производства, рынка труда, услуг"
14.09.2023,Стала известна дата выборов акимов районов и городов областного значения,"Они назначены на 5 ноября, сообщили в Центризбиркоме"
14.09.2023,Таиланд вводит временный безвизовый режим для граждан РК,Мера будет действовать с 25 сентября 2023 года по 29 февраля 2024 года
14.09.2023,Президенты Казахстана и Таджикистана провели переговоры,Лидеры двух стран обсудили состояние и перспективы развития двусторонних отношений
14.09.2023,Мамандандырылған ХҚКО-да сыбайлас жемқорлыққа қарсы күрестің жаңа процестері ұсынылды,Бұл туралы Мемлекеттік корпорацияның Басқарма төрағасының орынбасары Шыңғыс Оразалимов айтты
14.09.2023,Новые процессы борьбы с коррупцией были представлены в спецЦОНе,Работу в этом направлении прокомментировал заместитель председателя правления госкорпорации Шынгыс Оразалимов
14.09.2023,Президент прибыл с рабочим визитом в Таджикистан,Касым-Жомарт Токаев примет участие в V консультативной встрече глав государств Центральной Азии
14.09.2023,Кайрат Боранбаев вернул государству активы на 90 млрд тенге - АФМ,"Среди них - нефтяное месторождение, газораспределительная компания, гостиничные и торгово-развлекательные комплексы"
14.09.2023,В КазАвтоЖоле заключили крупную сделку без проведения тендера - Транспортная прокуратура,Для правовой оценки действий должностных лиц начато досудебное расследование
14.09.2023,Экспортно-кредитное агентство создадут в Казахстане,"За ним предлагается закрепить функции по страхованию, перестрахованию, гарантированию и финансированию экспортных операций"
14.09.2023,Определен пул приоритетных автодорожных проектов - Минтранспорта,"В него включены проекты по реконструкции направлений Актобе-Улгайсын-Кызылорда, Жезказган-Караганда и Обход города Сарыагаш"
13.09.2023,Президент примет участие во встрече глав государств Центральной Азии,Рабочий визит в Таджикистан состоится 14 и 15 сентября
13.09.2023,С этой недели министры будут участвовать в заседаниях правительства онлайн,В пресс-службе пояснили смену формата совещаний
13.09.2023,Информацию о судебном иске против Ерулана Жамаубаева опровергли в Минфине,"В сети распространяются заведомо ложные данные, заявили в ведомстве"
12.09.2023,Добросовестному бизнесу опасаться нечего – президент,"Касым-Жомарт Токаев отметил, что важно соблюсти баланс интересов государства и бизнеса при возврате активов"
12.09.2023,Таджикистан вводит запрет на ввоз старых автомобилей из Казахстана,Указ вступит в силу 1 января 2024 года
12.09.2023,Частные ТЭЦ будут возвращать в госсобственность при неисполнении их владельцами обязательств,Премьер потребовал установить конкретный график ремонтных работ для каждой теплоэлектроцентрали
12.09.2023,Названы размеры призовых для спортсменов из РК на предстоящих Азиатских играх,Соревнования пройдут в Ханчжоу с 23 сентября по 8 октября
12.09.2023,В Алматы осенью высадят 298 тысяч деревьев,"Вдоль улиц - вязы, дубы, клены, ясени, тополя, а в парках и скверах - катальпы, березы, акации, ели и плодовые"
12.09.2023,"Свыше 2,3 тысячи человек скрывается от казахстанского следствия и суда",Наибольшее их количество разыскивается за мошенничество
12.09.2023,Наша задача - срочно выправить ситуацию по качеству автодорог – глава Минтранспорта,"У отстающих подрядчиков, по его словам, есть последняя возможность обозначить проблемы"
11.09.2023,Интерактивную карту рисков правонарушения в детской среде создадут в Казахстане,В стране реализуют новые меры по защите детей
11.09.2023,Президент Турции посетит Казахстан,Визит Реджепа Эрдогана запланирован на  3 ноября
11.09.2023,115 кинопроектов претендуют на государственную финподдержку,Экспертный совет рассмотрит проекты до 3 октября
10.09.2023,Глава государства поздравил сборную по футболу с победой,Касым-Жомарт Токаев также поблагодарил столичных волонтеров и активистов
09.09.2023,Президент направил телеграмму соболезнования Королю Марокко,Об этом сообщает пресс-служба Акорды
09.09.2023,Информацию о поддельных лекарствах в Казахстане опровергли в Минздраве,В сетях распространяется видео с ложными сведениями
09.09.2023,Обзор популярных новостей на Kapital.kz,"Турецкий инвестор, помощь фермерам, завод в Астане, кредитование молодежи и большие кадровые перестановки"
09.09.2023,Касым-Жомарт Токаев поздравил народ Таджикистана с Днем независимости,Глава государства отметил высокую динамику казахско-таджикского сотрудничества
08.09.2023,Задержаны члены ОПГ Елдоса Коспаева - АФМ,С санкции суда они водворены в следственный изолятор
08.09.2023,Казахстан занимает 54 место в мире по уровню цифрового развития – NCSI,"Об этом сообщили во время конференции для финансового, финтех и IT-рынка FCBK UFC"
08.09.2023,В этом учебном году в Астане введут в эксплуатацию 11 школ,В городе ведется строительство 14 средних общеобразовательных учреждений
08.09.2023,Разработаны Правила проверки законности происхождения активов,Приказ об их утверждении разместила на портале Открытые НПА  Генеральная прокуратура
08.09.2023,Более трех тысяч рекламных вывесок демонтировали в Астане,Рекламные элементы не соответствовали дизайн-коду
08.09.2023,Попытку взорвать мавзолей Ходжи Ахмета Ясави предотвратили в Казахстане,"В стране сохраняется повышенная террористическая опасность, заявили в КНБ"
08.09.2023,Организаторов азартных игр в TikTok осудили в Алматы,Каждый из четырех осужденных приговорен к четырем годам лишения свободы
07.09.2023,Китайская авиакомпания Loong Airlines запустила рейсы в Казахстан,Полеты будут осуществляться на воздушных судах типа А321
07.09.2023,Рабочий погиб на руднике железнорудного подразделения АрселорМиттал Темиртау,Трагический случай произошел в области Улытау
07.09.2023,О необходимости открыть прямое авиасообщение между Астаной и Тираной заявил президент,"Глава Албании выразил заинтересованность в укреплении взаимодействия в горнодобывающей отрасли, энергетике и сельском хозяйстве"
07.09.2023,Новые инструменты в торговых отношениях предложил Шаньдун предпринимателям Казахстана,На форуме Swissotel Wellness Resort Alatau Almaty были обозначены различные инициативы для развития сотрудничества с Китаем
07.09.2023,Запущены рейсы из Алматы в Тель-Авив,Полеты будут осуществляться два раза в неделю
07.09.2023,Касым-Жомарт Токаев провел переговоры с президентом Албании в узком составе,Стороны выразили заинтересованность в установлении более тесного сотрудничества между странами
07.09.2023,Казцинк оштрафовали почти на 50 млн тенге за порыв пульпопровода в Риддере,Предприятие допустило утечку 1350 кубометров шлама
07.09.2023,Ирригационные и дренажные системы в южных областях модернизируют,Вопрос рассмотрен на заседании координационного совета по сотрудничеству правительства
07.09.2023,Глава государства поздравил президента и народ Бразилии с Днем независимости,Касым-Жомарт Токаев отметил поступательное расширение масштабов сотрудничества двух стран
07.09.2023,Какие ведомства войдут в состав министерства транспорта,Подготовлена соответствующая учредительная документация
06.09.2023,Какие задачи поставил президент перед министром водных ресурсов и ирригации,Одна из них - цифровизация водоучета и распределения воды
06.09.2023,Қазақстан халқына финансирует свыше 40 благотворительных программ и проектов,Касым-Жомарт Токаев принял председателя фонда Болата Жамишева
06.09.2023,Казахстан с официальным визитом посетит президент Албании,Лидеры двух стран проведут переговоры по вопросам укрепления торгово-экономического сотрудничества
06.09.2023,Запуск ТЭЦ-3 в столице обеспечит профицит теплоэнергии - аким Астаны,"Об этом Женис Касымбек заявил, отчитываясь перед президентом"
06.09.2023,Взять на контроль вопрос снижения выбросов крупными предприятиями поручил президент,Глава государства поставил перед новым министром экологии задачи по сохранению природных ресурсов
06.09.2023,В ЦИК готовы к проведению референдума по вопросу строительства АЭС,Сроки его проведения еще не обозначены
05.09.2023,К 2050 году площадь Конаева должна увеличиться до 19 тысяч га,"Численность населения в городе к этому времени, согласно генплану, составит 200 тыс. человек"
05.09.2023,Президент ознакомился с возможностями отечественного оборонно-промышленного комплекса,Глава государства отметил важность наращивания потенциала ОПК
05.09.2023,В Казахстан поставляли наркотические средства через акваторию Каспия - КНБ,Запрещенные вещества транспортировались из ближневосточного региона
05.09.2023,Шымкент должен быть городом с благоприятной экономической и деловой средой - премьер,Что поручил глава правительства новому акиму
05.09.2023,Какие задачи поставлены перед главой Актюбинской области,Нового акима представили активу региона
05.09.2023,Вооруженные силы Казахстана должны быть готовы к любым вызовам – президент,Он отметил важность проведения военных учений в условиях сложной геополитической обстановки
05.09.2023,Beeline и Алматы Су протестировали новую систему контроля воды,Современные технологии ЖКХ
05.09.2023,Президент посетил стратегические командно-штабные военные учения Батыл тойтарыс – 2023,"Учебно-боевые задачи выполнялись на полигонах Алматинской, Карагандинской, Северо-Казахстанской, Абайской областей"
05.09.2023,Алихан Смаилов представил нового акима Жамбылской области,Какие задачи поставили перед Ерболом Карашукеевым
05.09.2023,Президент прибыл с рабочей поездкой в Алматинскую область,Глава государства примет участие в военных учениях Батыл тойтарыс – 2023
05.09.2023,В Шымкенте и Актюбинской области могут смениться акимы,По этому вопросу назначены собрания депутатов маслихатов
05.09.2023,Как антироссийские санкции сказываются на казахстанском бизнесе,"За январь-июнь текущего года товарооборот между двумя странами достиг 12,7 млрд долларов, отмечают в Министерстве торговли и интеграции РК"
04.09.2023,Как в Туркестанской области будут улучшать качество интернета,Глава региона Дархан Сатыбалды встретился с председателем правления АО «Kселл»
04.09.2023,Совет безопасности рассмотрел вопросы игровой зависимости среди населения,"Ситуация стала приобретать более широкие масштабы, сказал президент"
04.09.2023,Работу комиссии по расследованию ЧП на шахте Казахстанская продлили,Продолжается тушение очагов пожара
04.09.2023,В Астане модернизируют электрические подстанции,Также в городе началось строительство новой установки
02.09.2023,Министром труда и социальной защиты населения стала Светлана Жакупова,Она освобождена от должности уполномоченного по правам социально уязвимых категорий населения
02.09.2023,Президент провел совещание с руководящим составом МВД,"Он сказал, что надо продолжить развитие сервисной полиции, необходима серьезная коррекция системы защиты прав несовершеннолетних"
01.09.2023,Почему было важно создать новые министерства,"Эксперты прокомментировали инициативы, представленные в Послании президента"
01.09.2023,Что будут представлять собой комьюнити-центры в Алматы,"Для молодых людей в таких центрах разработают программу наставничества, акселерации, трудоустройства"
01.09.2023,В Казахстане созданы новые министерства,"Реорганизованы министерство экологии и природных ресурсов, МИИР, МИОР и министерство культуры и спорта"
01.09.2023,Частная школа имени Шокана Уалиханова открыла инновационный корпус для старшеклассников,Новый корпус рассчитан на 520 учеников
01.09.2023,Реорганизована структура Администрации президента,Должности заместителей руководителя АП упразднили
01.09.2023,Ужесточить наказание за насилие в отношении несовершеннолетних потребовал президент,Также необходимо усилить службу психологической поддержки жертвам насилия
01.09.2023,Единую накопительную систему для образования детей внедрят в РК,"Программа будет предусматривать стартовый капитал, госпремию и инвестдоход"
01.09.2023,Ответственность за реформы будет лежать на исполнительной власти,Об этом заявил во время Послания народу Казахстана Касым-Жомарт Токаев
01.09.2023,Касым-Жомарт Токаев поручил трансформировать холдинг Байтерек,На базе KazakhExport президент поручил создать полноценный институт продвижения экспорта и перезагрузить деятельность Отбасы банка
01.09.2023,Выборность акимов районов и городов областного значения апробируют в РК,Для решения кадрового вопроса в стране сформируют «скамейку запасных»
01.09.2023,В Казахстане появится министерство водных ресурсов и ирригации,"Эффективным развитием водохозяйственной системы должно заниматься самостоятельное ведомство, отметил президент"
01.09.2023,Обеспечить армию беспилотниками и дронами поручил президент,Глава государства заявил о необходимости укрепить производственные мощности по оперативному ремонту техники
01.09.2023,Систему управления горнорудным сектором модернизируют,"Привлечение крупных частных инвестиций в решающей степени поможет раскрыть потенциал отрасли, сказал глава РК"
01.09.2023,"Все задачи, изложенные в послании, должны быть решены за три года - президент","Мы должны поэтапно и решительно перейти на новую экономическую модель, сказал Касым-Жомарт Токаев"
01.09.2023,Глава государства поздравил президента и народ Узбекистана с Днем независимости,Он подчеркнул приоритетное значение углубления казахско-узбекского стратегического партнерства и союзничества
01.09.2023,Президент поздравил учителей и школьников с Днем знаний,"Будущее Казахстана – в руках образованного поколения, отметил глава государства"
31.08.2023,"Мировой рынок халал-продовольствия оценивается от $1,5 до 2,2 млрд",Об этом сказал председатель комитета технического регулирования и метрологии Министерства торговли и интеграции РК Куаныш Еликбаев
31.08.2023,"Новый политический сезон: рокировки, реформы, реприватизация",Своими прогнозами с Kapital.kz поделились политологи
31.08.2023,Послание президента народу Казахстана будут транслировать на республиканских телеканалах,Глава государства выступит на совместном заседании палат парламента
31.08.2023,Глава государства поздравил президента и народ Кыргызстана с Днем независимости,"Стратегическое партнерство между странами будет укрепляться, отметил он"
31.08.2023,В сети TikTok активизировались организаторы онлайн-трансляций азартных игр,В стране завершены расследования почти тысячи дел по фактам незаконного игорного бизнеса
31.08.2023,В сельской местности планируют построить 655 поликлиник,В этом году намечено сдать в эксплуатацию 99 объектов ПМСП
30.08.2023,Продвижение защиты конституционных прав становится трендом - Эльвира Азимова,Председатель Конституционного суда поздравила жителей Казахстана с Днем Конституции
30.08.2023,Президент поздравил казахстанцев с Днем Конституции,"Касым-Жомарт Токаев пожелал соотечественникам крепкого здоровья, благополучия и успехов"
29.08.2023,Ограничений на внутреннюю миграцию в Астану не будет,В Минтруда разъяснили обсуждаемые предложения
29.08.2023,Социальное напряжение и иждивенчество распространяются из-за правовой неграмотности - президент,Глава государства провел встречу с представителями системы защиты прав человека
29.08.2023,Как будет работать тарифное меню в общественном транспорте Алматы,На вопрос ответил аким Ерболат Досаев
29.08.2023,Антитеррористические учения проведут в Астане,По их итогам будет определена готовность оперативного штаба к экстренному реагированию
29.08.2023,С помощью видеокамер в Казахстане раскрыто шесть тысяч преступлений,Премьер посетил министерство внутренних дел
28.08.2023,"КНБ: нейтрализована радикальная группа, которая планировала совершить теракты в РК",О работе ведомства проинформировал председатель Комитета национальной безопасности Ермек Сагимбаев
28.08.2023,В погранслужбе КНБ прокомментировали ситуацию на границе,По результатам проведенных мероприятий пресечен ряд нарушений
28.08.2023,Казахстан не собирается судиться с МАГАТЭ - МИД,РК планирует внести резолюцию по решению проблемы отсутствия представленности в руководящих органов агентства
28.08.2023,Сервисные центры полиции появятся в Алматы,Сервисные центры полиции реализуются в рамках работы проектного офиса акимата Алматы по направлению «Безопасный город»
28.08.2023,Вице-министр энергетики посетил Каратурунскую группу месторождений,На одной из скважин продолжается ликвидация аварии
28.08.2023,Президент принял председателя Высшей аудиторской палаты,Глава государства дал поручения по аудиту использования бюджетных средств и реализации госпрограмм
28.08.2023,Совместное заседание палат парламента назначено на 1 сентября,Распоряжение об этом подписал председатель мажилиса Ерлан Кошанов
26.08.2023,"Размер пенсий, ситуация с ArcelorMittal и АЭС",Популярные новости на Kapital.kz
26.08.2023,Президент поручил урегулировать ситуацию на границе с Кыргызстаном,Правительству также поручено продолжить переговоры по вопросу более активного внедрения цифровизации на пунктах пропуска
25.08.2023,Какие ремонтные работы завершены на Атырауской ТЭЦ,Подготовка к отопительному сезону в регионе идет по утвержденному графику
25.08.2023,Экс-акиму Кентау вынесли приговор,Он осужден на 10 лет лишения свободы
25.08.2023,"Казахстанскими аграриями убрано 17,6% зерновых от плана",Из 426 тысяч тонн льготного дизтоплива отгружено 132 тысячи тонны
25.08.2023,Президент Таджикистана Эмомали Рахмон прибыл в Астану,В рамках его двухдневного рабочего визита планируется проведение двусторонних встреч на высшем уровне
25.08.2023,Новый учебный год в школах будет длиться 34 недели,Соответствующее решение приняли в министерстве просвещения
25.08.2023,Какие профессии в Казахстане самые востребованные,"Наибольший совокупный спрос на наемных работников ожидается в Алматы, Алматинской и Карагандинской областях"
25.08.2023,Незаконное игорное заведение выявили в Семее,Нелегальная организация выдавала себя за букмекерскую контору
24.08.2023,Провести объективное расследование на шахте Казахстанская поручил глава МЧС,Работы по тушению очагов пожаров и возведению гипсовых перемычек на аварийном участке продолжаются
24.08.2023,Перед нами стоит задача перезагрузки науки - премьер,"В стране начали переход на новую модель управления отраслью, отметил глава правительства"
24.08.2023,Объединить усилия БРИКС и ШОС по ключевым направлениям предложил президент,"Казахстан намерен использовать свое председательство в ШОС для ее преобразования, заявил глава РК"
24.08.2023,Президент направил поздравительную телеграмму Владимиру Зеленскому,Глава Казахстана поздравил украинский народ с Днем независимости
24.08.2023,Президент принял специального представителя генсекретаря ООН,В ходе встречи стороны обсудили ситуацию в Афганистане
24.08.2023,Президент Таджикистана посетит Казахстан с рабочим визитом,На переговорах будут рассмотрены вопросы транспортно-логистического и инвестиционного сотрудничества
24.08.2023,Школьники и студенты смогут ездить на пригородных поездах со скидкой в 25%,Для них выпускается дисконтная карта Жастар
24.08.2023,Жителей микрорайонов Акжар и Шугыла в Алматы подключат к новому водопроводу,"Проблема недостатка воды для них будет решена, заверил Ерболат Досаев"
24.08.2023,"На строительство «комфортных школ» планируется выделить 2,4 трлн тенге",В рамках нацпроекта намечено возведение 369 учебных заведений
23.08.2023,Касым-Жомарта Токаева пригласили на саммит лидеров стран Центральной Азии и США,Президент Казахстана принял председателя Комитета Сената США по нацбезопасности и делам правительства
23.08.2023,Каждый второй руководитель подразделений МЧС совершает коррупционные правонарушения,Среди выявленных фактов превалируют взяточничество и хищения
23.08.2023,В аэропорту Алматы расширят автостоянку,"В сентябре на 150 мест, в ноябре еще на 100 мест"
23.08.2023,Президент поручил акиму обеспечить бесперебойную работу энергосистемы Мангистауской области,Глава государства принял Нурлана Ногаева
23.08.2023,Куда трудоустраиваются молодые специалисты по программе С дипломом - в село,"Более половины из них переезжают, чтобы работать в сфере образования"
23.08.2023,Президент примет участие в саммите БРИКС,Глава государства выступит на заседании в качестве действующего председателя ШОС
23.08.2023,В Алматинской области действовало нелегальное онлайн-казино 1WIN – АФМ,По данному факту открыто досудебное расследование
23.08.2023,К расследованию аварии на шахте Казахстанская привлекут международных экспертов,В нем будут участвовать специалисты из России и Германии
22.08.2023,Авиакомпания IndiGo запускает прямой рейс по направлению Дели – Алматы – Дели,Полеты начнутся в конце сентября
22.08.2023,Медорганизациям Алматы дополнительно выделили 7 млрд тенге,"Средства направлены на консультативно-диагностические услуги, стационарную медицинскую помощь, высокотехнологичную медпомощь"
22.08.2023,В Улькене состоялись публичные обсуждения строительства АЭС,Какие мнения были высказаны на встрече с жителями
22.08.2023,Суд удовлетворил апелляцию Кайрата Боранбаева на сделку со следствием,"Как заявил адвокат Данияр Канафин, ходатайство состоит в признании вины и заключении сделки о сотрудничестве со следственными органами"
22.08.2023,Дорожные карты по подготовке к отопительному сезону поручил разработать премьер,Глава кабмина выразил опасения в связи с фактами отставания от графиков и переноса ремонта ТЭЦ
22.08.2023,Сколько средств выделили из резерва правительства на ремонт ТЭЦ,"В Минэнерго рассказали о ходе ремонтных работ, на некоторых станциях его ведут с отставанием от графика"
22.08.2023,ЧС регионального масштаба планируется ввести в Казахстане из-за засухи,"Это необходимо для покрытия расходов фермеров, потерявших урожай"
22.08.2023,Число выбывших из страны казахстанцев сократилось на 56%,В первом полугодии зафиксировано положительное сальдо миграции
22.08.2023,Пожар на шахте Казахстанская: интенсивность очагов не снижается,О ситуации сообщили в МЧС
22.08.2023,"В госсобственность возвращено 7,8 млн га неиспользуемых земель","Из них землепользователи приступили к освоению 2,7 млн га"
22.08.2023,Какие цели нацпроекта по развитию АПК не были выполнены в 2022 году,Показатели обеспеченности колбасными изделиями и мясом птицы достигнуты не были
21.08.2023,Какие вопросы вынесут на публичные обсуждения по строительству АЭС в Улькене,"Чем они будут отличаться от общественных слушаний, пояснили в Минэнерго"
21.08.2023,Казахстан и Вьетнам договорились об отмене визового режима,Какие еще соглашения подписали представители двух стран
21.08.2023,В 2024 году в Алматы введут запрет на закупку дизельных автобусов,Мера позволит довести уровень экологизации общественного транспорта до 100% к 2025 году
21.08.2023,С сентября интервал движения поездов в метро сократят до 6 минут,В 2025 году в Алматы запланировано завершение строительства станции «Калкаман»
21.08.2023,На треть увеличится скорость передвижения пассажиров в Алматы через LRT и BRT,Утверждение мастер-плана по развитию транспортного каркаса города запланировано на декабрь 2023 года
21.08.2023,Глава государства провел переговоры с президентом Вьетнама,В первом полугодии торговля между странами достигла 600 млн долларов
21.08.2023,Кто вошел в спецкомиссию по расследованию несчастного случая на шахте АМТ,Комиссию возглавил заместитель председателя Комитета промышленной безопасности Муса Танабаев
21.08.2023,Неработающим родителям выплатили почти 21 млрд тенге пособий по уходу за ребенком,Продолжительность их выплат увеличена
19.08.2023,Найдены тела двоих погибших в шахте Казахстанская,Об этом сообщили в АрселорМиттал Темиртау
19.08.2023,Имена погибших шахтеров назвали в АрселорМиттал Темиртау,Поиски двоих шахтеров продолжаются
19.08.2023,Вносятся законодательные изменения по сокращению пенсионного возраста шахтеров,Об этом сообщил глава правительства
19.08.2023,На АМТ уделялось внимание прибыли без создания должного уровня безопасности — глава кабмина,На объектах АрселорМиттал Темиртау погибло свыше 100 человек за последние 15 лет
19.08.2023,Доведем до конца – премьер о привлечении виновных в авариях на шахтах к ответственности,Семьям погибших будет оказана необходимая поддержка от государства и работодателя
19.08.2023,Глава правительства посетил пострадавших шахтеров в больнице Караганды,Работникам предоставят санаторно-курортное лечение и компенсируют моральный вред
19.08.2023,Рейтинг пяти самых популярных материалов на Kapital.kz,"ФСМС и поликлиники, длительность учебного года, ЧС в Мангистауской области, газовые заводы, правила торговли"
19.08.2023,Президент с официальным визитом посетит Вьетнам,Глава государства планирует обсудить в Ханое перспективы развития сотрудничества между двумя странами
19.08.2023,Премьер встретился с семьями погибших в шахте Казахстанская горняков,Глава правительства проведет оперативное совещание с руководством акимата и центральных госорганов
18.08.2023,Глава государства принял председателя Казахфильма,"Кинопроизводство следует рассматривать как отдельный сектор креативной индустрии, сказал президент"
18.08.2023,Глава государства принял вице-президента Национальной академии наук,"Он отметил, что научное сообщество должно предоставлять рекомендации по социально-экономическому развитию страны"
18.08.2023,В Астане открылась ярмаркя «Kids EXPO. Балалар әлемі»,Она будет работать с 18 по 20 августа
18.08.2023,Участившиеся селевые выбросы вызывают особую обеспокоенность - президент,"Аварии, приводящие к отключению воды в Алматы, указывают на необходимость безотлагательного решения проблемы, заявил глава государства"
